num,text,sentiment_score,sentiment_magnitude
28,Should Prostitution Be Legal?,-0.10000000149011612,0.10000000149011612
29,Should the Government Allow Illegal Immigrants to Become Citizens?,-0.800000011920929,0.800000011920929
30,Should Adults Have the Right to Carry a Concealed Handgun?,0.20000000298023224,0.20000000298023224
31,Is Obesity a Disease?,0.0,0.0
32,Do Electronic Voting Machines Improve the Voting Process?,0.0,0.0
33,Should People Become Vegetarian?,0.30000001192092896,0.30000001192092896
34,Are Social Networking Sites Good for Our Society?,0.699999988079071,0.699999988079071
35,Do Violent Video Games Contribute to Youth Violence?,-0.30000001192092896,0.30000001192092896
36,Is Golf a Sport?,0.30000001192092896,0.30000001192092896
37,Is Cell Phone Radiation Safe?,0.6000000238418579,0.6000000238418579
38,Should Marijuana Be a Medical Option?,0.10000000149011612,0.10000000149011612
39,Should the Federal Minimum Wage Be Increased?,0.30000001192092896,0.30000001192092896
40,Should the Death Penalty Be Allowed?,0.0,0.0
41,Should Student Loan Debt Be Easier to Discharge in Bankruptcy?,0.20000000298023224,0.20000000298023224
42,Should Fighting Be Allowed in Hockey?,0.20000000298023224,0.20000000298023224
43,Should Bottled Water Be Banned?,-0.800000011920929,0.800000011920929
44,Should Election Day be a National Holiday?,0.30000001192092896,0.30000001192092896
45,Should the Penny Stay in Circulation?,-0.20000000298023224,0.20000000298023224
46,Should Net Neutrality Be Restored?,-0.8999999761581421,0.8999999761581421
47,Is Homework Beneficial?,0.5,0.5
48,Should the the Voting Age be Lowered?,0.0,0.0
49,Should Body Cameras be Mandatory for Police?,-0.20000000298023224,0.20000000298023224
50,Should Everyone Get a Universal Basic Income?,0.0,0.0
51,abortion ban,-0.10000000149011612,0.10000000149011612
52,climate change real,0.0,0.0
53,donald trump good president,0.5,0.5
54,gay marriage illegal,-0.6000000238418579,0.6000000238418579
55,vaccination should not be mandatory,0.0,0.0
56,false rape allegations problem,-0.800000011920929,0.800000011920929
57,gender is a social construct,0.0,0.0
58,gun ownership legal,0.10000000149011612,0.10000000149011612
59,reasonableness of universal healthcare,0.0,0.0
60,marijuana should be legalized,0.0,0.0
61,god doesn't exist,-0.20000000298023224,0.20000000298023224
62,ban plastic bottles,0.0,0.0
63,abolish death penalty,0.10000000149011612,0.10000000149011612
64,racism against whites does exist,-0.4000000059604645,0.4000000059604645
65,religion is unnecessary,-0.5,0.5
66,the bible is a reliable historical source,0.699999988079071,0.699999988079071
67,the media should not be biased,0.5,0.5
68,illegal immigration should be stopped,-0.4000000059604645,0.4000000059604645
69,no country should possess nuclear weapons,-0.10000000149011612,0.10000000149011612
70,speed limits are wrong,-0.5,0.5
71,existence of god,0.10000000149011612,0.10000000149011612
72,plastic bottles,0.0,0.0
73,death penalty,0.20000000298023224,0.20000000298023224
74,gun ban,0.0,0.0
75,racism against whites,-0.4000000059604645,0.4000000059604645
76,media bias,0.0,0.0
77,bible reliable,0.4000000059604645,0.4000000059604645
78,religion necessary,0.20000000298023224,0.20000000298023224
79,universal health care,0.10000000149011612,0.10000000149011612
80,abortion ban,-0.10000000149011612,0.10000000149011612
81,climate change real,0.0,0.0
82,donald trump,0.4000000059604645,0.4000000059604645
83,gay marriage,0.10000000149011612,0.10000000149011612
84,vaccination mandatory,0.0,0.0
85,false rape allegations,-0.800000011920929,0.800000011920929
86,gender social construct,0.0,0.0
87,marijuana legalization,0.0,0.0
88,illegal immigration,-0.30000001192092896,0.30000001192092896
89,nuclear weapons,0.0,0.0
90,speed limit,0.20000000298023224,0.20000000298023224
1,Should Teachers Get Tenure?,0.10000000149011612,0.10000000149011612
2,Is Vaping with E-Cigarettes Safe?,0.6000000238418579,0.6000000238418579
3,Should Insider Trading Be Allowed?,-0.20000000298023224,0.20000000298023224
4,Should Corporal Punishment Be Used in Schools?,0.0,0.0
5,Should Social Security Be Privatized?,0.20000000298023224,0.20000000298023224
6,Is a College Education Worth It?,0.5,0.5
7,Should Felons Who Have Completed Their Sentence Be Allowed to Vote?,0.0,0.0
8,Should Abortion Be Legal?,-0.20000000298023224,0.20000000298023224
9,Should Students Have to Wear School Uniforms?,0.0,0.0
10,Should Any Vaccines Be Required for Children?,-0.30000001192092896,0.30000001192092896
11,Should Performance Enhancing Drugs Be Accepted in Sports?,0.30000001192092896,0.30000001192092896
12,Should birth control pills be available over the counter?,-0.20000000298023224,0.20000000298023224
13,Can Alternative Energy Effectively Replace Fossil Fuels?,0.4000000059604645,0.4000000059604645
14,Is Sexual Orientation Determined at Birth?,-0.10000000149011612,0.10000000149011612
15,Should Animals Be Used for Scientific or Commercial Testing?,0.0,0.0
16,Should Prescription Drugs Be Advertised Directly to Consumers?,-0.6000000238418579,0.6000000238418579
17,Should Recreational Marijuana Be Legal?,0.0,0.0
18,Should Churches Remain Tax-Exempt?,0.0,0.0
19,Should Gay Marriage Be Legal?,0.4000000059604645,0.4000000059604645
20,Is Drinking Milk Healthy for Humans?,0.20000000298023224,0.20000000298023224
21,Is Human Activity Primarily Responsible for Global Climate Change?,-0.10000000149011612,0.10000000149011612
22,Is a Two-State Solution an Acceptable Solution to the Israeli-Palestinian Conflict?,0.0,0.0
23,Should Euthanasia or Physician-Assisted Suicide Be Legal?,0.10000000149011612,0.10000000149011612
24,Does Lowering the Federal Corporate Income Tax Rate Create Jobs?,-0.10000000149011612,0.10000000149011612
25,Should Tablets Replace Textbooks in Schools?,0.0,0.0
26,Do Standardized Tests Improve Education?,0.20000000298023224,0.20000000298023224
27,Should More Gun Control Laws Be Enacted?,0.10000000149011612,0.10000000149011612
28,Should Prostitution Be Legal?,-0.10000000149011612,0.10000000149011612
29,Should the Government Allow Illegal Immigrants to Become Citizens?,-0.800000011920929,0.800000011920929
30,Should Adults Have the Right to Carry a Concealed Handgun?,0.20000000298023224,0.20000000298023224
31,Is Obesity a Disease?,0.0,0.0
32,Do Electronic Voting Machines Improve the Voting Process?,0.0,0.0
33,Should People Become Vegetarian?,0.30000001192092896,0.30000001192092896
34,Are Social Networking Sites Good for Our Society?,0.699999988079071,0.699999988079071
35,Do Violent Video Games Contribute to Youth Violence?,-0.30000001192092896,0.30000001192092896
36,Is Golf a Sport?,0.30000001192092896,0.30000001192092896
37,Is Cell Phone Radiation Safe?,0.6000000238418579,0.6000000238418579
38,Should Marijuana Be a Medical Option?,0.10000000149011612,0.10000000149011612
39,Should the Federal Minimum Wage Be Increased?,0.30000001192092896,0.30000001192092896
40,Should the Death Penalty Be Allowed?,0.0,0.0
41,Should Student Loan Debt Be Easier to Discharge in Bankruptcy?,0.20000000298023224,0.20000000298023224
42,Should Fighting Be Allowed in Hockey?,0.20000000298023224,0.20000000298023224
43,Should Bottled Water Be Banned?,-0.800000011920929,0.800000011920929
44,Should Election Day be a National Holiday?,0.30000001192092896,0.30000001192092896
45,Should the Penny Stay in Circulation?,-0.20000000298023224,0.20000000298023224
46,Should Net Neutrality Be Restored?,-0.8999999761581421,0.8999999761581421
47,Is Homework Beneficial?,0.5,0.5
48,Should the the Voting Age be Lowered?,0.0,0.0
49,Should Body Cameras be Mandatory for Police?,-0.20000000298023224,0.20000000298023224
50,Should Everyone Get a Universal Basic Income?,0.0,0.0
51,abortion ban,-0.10000000149011612,0.10000000149011612
52,climate change real,0.0,0.0
53,donald trump good president,0.5,0.5
54,gay marriage illegal,-0.6000000238418579,0.6000000238418579
55,vaccination should not be mandatory,0.0,0.0
56,false rape allegations problem,-0.800000011920929,0.800000011920929
57,gender is a social construct,0.0,0.0
58,gun ownership legal,0.10000000149011612,0.10000000149011612
59,reasonableness of universal healthcare,0.0,0.0
60,marijuana should be legalized,0.0,0.0
61,god doesn't exist,-0.20000000298023224,0.20000000298023224
62,ban plastic bottles,0.0,0.0
63,abolish death penalty,0.10000000149011612,0.10000000149011612
64,racism against whites does exist,-0.4000000059604645,0.4000000059604645
65,religion is unnecessary,-0.5,0.5
66,the bible is a reliable historical source,0.699999988079071,0.699999988079071
67,the media should not be biased,0.5,0.5
68,illegal immigration should be stopped,-0.4000000059604645,0.4000000059604645
69,no country should possess nuclear weapons,-0.10000000149011612,0.10000000149011612
70,speed limits are wrong,-0.5,0.5
71,existence of god,0.10000000149011612,0.10000000149011612
72,plastic bottles,0.0,0.0
73,death penalty,0.20000000298023224,0.20000000298023224
74,gun ban,0.0,0.0
75,racism against whites,-0.4000000059604645,0.4000000059604645
76,media bias,0.0,0.0
77,bible reliable,0.4000000059604645,0.4000000059604645
78,religion necessary,0.20000000298023224,0.20000000298023224
79,universal health care,0.10000000149011612,0.10000000149011612
80,abortion ban,-0.10000000149011612,0.10000000149011612
81,climate change real,0.0,0.0
82,donald trump,0.4000000059604645,0.4000000059604645
83,gay marriage,0.10000000149011612,0.10000000149011612
84,vaccination mandatory,0.0,0.0
85,false rape allegations,-0.800000011920929,0.800000011920929
86,gender social construct,0.0,0.0
87,marijuana legalization,0.0,0.0
88,illegal immigration,-0.30000001192092896,0.30000001192092896
89,nuclear weapons,0.0,0.0
90,speed limit,0.20000000298023224,0.20000000298023224
